ticker,earnings_date,session,friday_amc,reaction_date,prev_close,open_t,gap,eps_estimate,reported_eps,surprise_pct
NDAQ,2022-04-20 07:00:00-04:00,bmo,False,2022-04-20,57.06388473510742,56.57846623407288,-0.008506580007440338,0.65,0.66,1.27
NDAQ,2022-01-26 07:00:00-05:00,bmo,False,2022-01-26,54.9771842956543,55.467320782972855,0.008915270827307567,0.59,0.64,8.41
NDAQ,2021-10-20 07:00:00-04:00,bmo,False,2021-10-20,65.44395446777344,65.38754469643573,-0.0008619554211915809,0.58,0.59,3.09
NDAQ,2021-07-21 07:00:00-04:00,bmo,False,2021-07-21,56.52873992919922,56.66622554056093,0.0024321364943550574,0.59,0.63,8.03
NDAQ,2021-04-21 07:00:00-04:00,bmo,False,2021-04-21,49.738460540771484,49.97207092817546,0.004696775591043542,0.58,0.65,12.4
NDAQ,2021-01-27 07:00:00-05:00,bmo,False,2021-01-27,43.81132125854492,43.61264923921635,-0.004534718735281701,0.48,0.53,10.02
NDAQ,2020-10-21 07:00:00-04:00,bmo,False,2020-10-21,39.89099884033203,40.348705161302554,0.011473924801997094,0.48,0.51,5.39
NDAQ,2020-07-22 07:00:00-04:00,bmo,False,2020-07-22,40.362030029296875,40.978202064420636,0.015266130932376557,0.48,0.51,7.23
NDAQ,2020-04-22 07:00:00-04:00,bmo,False,2020-04-22,32.29954147338867,33.29058461057762,0.030682885638034774,0.48,0.5,3.21
NDAQ,2020-01-29 07:00:00-05:00,bmo,False,2020-01-29,33.939231872558594,34.24765405859027,0.009087482804260243,0.42,0.43,1.72
NDAQ,2019-10-23 06:00:00-04:00,bmo,False,2019-10-23,29.748668670654297,30.31714349183898,0.019109252500615515,0.4,0.42,5.12
NDAQ,2019-07-24 07:00:00-04:00,bmo,False,2019-07-24,30.513872146606445,30.250669959759975,-0.008625656736775116,0.4,0.41,2.04
NDAQ,2019-04-24 07:00:00-04:00,bmo,False,2019-04-24,26.988882064819336,27.061135722541614,0.0026771637872493696,0.39,0.41,4.29
NDAQ,2019-01-30 07:00:00-05:00,bmo,False,2019-01-30,25.699216842651367,25.465615745785318,-0.009089813837375643,0.42,0.42,-0.69
NDAQ,2018-10-24 07:00:00-04:00,bmo,False,2018-10-24,24.330360412597656,24.19924624350895,-0.005388911913562119,0.38,0.38,0.76
NDAQ,2018-07-25 07:00:00-04:00,bmo,False,2018-07-25,28.240549087524414,27.875796163660738,-0.012915928891227196,0.39,0.39,0.72
NDAQ,2018-04-25 06:00:00-04:00,bmo,False,2018-04-25,25.459447860717773,25.480101432532898,0.000811234082063165,0.4,0.41,3.49
NDAQ,2018-01-31 07:00:00-05:00,bmo,False,2018-01-31,24.05182456970215,24.110597026666237,0.0024435758207767802,0.33,0.35,4.7
NDAQ,2017-10-25 06:00:00-04:00,bmo,False,2017-10-25,21.478601455688477,21.262197588845186,-0.010075323912022071,0.34,0.35,3.72
NDAQ,2017-07-26 07:00:00-04:00,bmo,False,2017-07-26,21.162826538085938,20.295830884422706,-0.04096785711034072,0.32,0.34,5.68
NDAQ,2017-04-26 06:00:00-04:00,bmo,False,2017-04-26,20.41077995300293,20.3210696743372,-0.004395240107055883,0.35,0.37,4.14
NDAQ,2017-01-31 07:00:00-05:00,bmo,False,2017-01-31,19.64141845703125,19.69326990960324,0.002639903665075152,0.31,0.32,0.79
